gene_name,Bcells replicate 1 half_life,Bcells replicate 1 dataQual,Bcells replicate 1 R_sq,Bcells replicate 2 half_life,Bcells replicate 2 dataQual,Bcells replicate 2 R_sq,NK cells replicate 1 half_life,NK cells replicate 1 dataQual,NK cells replicate 1 R_sq,NK cells replicate 2 half_life,NK cells replicate 2 dataQual,NK cells replicate 2 R_sq,Hepatocytes replicate 1 half_life,Hepatocytes replicate 1 dataQual,Hepatocytes replicate 1 R_sq,Hepatocytes replicate 2 half_life,Hepatocytes replicate 2 dataQual,Hepatocytes replicate 2 R_sq,Monocytes replicate 1 half_life,Monocytes replicate 1 dataQual,Monocytes replicate 1 R_sq,Monocytes replicate 2 half_life,Monocytes replicate 2 dataQual,Monocytes replicate 2 R_sq,"Mouse Neurons, replicate 3 half_life","Mouse Neurons, replicate 3 dataQual","Mouse Neurons, replicate 3 R_sq","Mouse Neurons, replicate 4 half_life","Mouse Neurons, replicate 4 dataQual","Mouse Neurons, replicate 4 R_sq",Length
SPTAN1,221.985,good,0.992,243.456,good,0.998,438.964,good,0.988,294.921,good,0.996,85.98299999999999,good,0.998,80.167,good,0.9990000000000001,166.325,good,0.9690000000000001,199.291,good,0.977,25.576999999999998,good,1.0,32.281,good,1.0,2472
SPTB,,,,,,,,,,,,,,,,,,,,,,,,,19.057000000000002,weak,0.987,21.553,good,0.94,2137
SPTBN1,184.312,good,0.9940000000000001,203.171,good,0.992,267.555,good,0.9990000000000001,235.83599999999998,good,0.998,49.065,good,1.0,47.395,good,0.9990000000000001,137.628,good,0.9670000000000001,158.882,good,0.9790000000000001,21.373,good,0.9990000000000001,26.968000000000004,good,1.0,2364
SPTLC1,41.281000000000006,weak,0.995,53.35,good,0.991,116.20200000000001,good,0.9790000000000001,87.314,good,0.993,36.225,weak,0.988,,,,66.97800000000001,good,0.9840000000000001,43.14,good,0.981,42.475,good,0.998,47.388999999999996,good,0.993,473
SPTLC2,31.294,weak,0.993,36.433,weak,0.987,57.549,weak,0.996,42.946000000000005,weak,0.978,54.335,weak,0.943,34.739000000000004,weak,1.0,66.498,weak,0.981,,,,30.119,weak,0.981,28.965,good,0.991,562
SPTY2D1,,,,,,,,,,,,,,,,,,,,,,12.677,weak,0.9620000000000001,,,,,,,685
SQLE,,,,,,,,,,,,,21.549,good,0.97,21.358,good,0.953,,,,,,,12.152000000000001,weak,0.943,14.915,good,0.91,574
SQRDL,468.68699999999995,good,0.98,385.654,good,0.995,,,,,,,99.35700000000001,good,1.0,94.286,good,0.998,93.609,good,0.986,76.09,good,0.988,112.76299999999999,weak,0.893,,,,450
SQSTM1,14.762,good,0.9490000000000001,12.81,good,0.987,,,,9.461,weak,0.995,27.086,good,0.9059999999999999,25.772,good,0.9259999999999999,12.545,good,0.8909999999999999,9.873,good,0.955,12.57,weak,0.884,13.819,good,0.9440000000000001,440
SRA1,28.345,weak,0.9990000000000001,,,,,,,92.898,weak,0.9590000000000001,,,,,,,33.424,weak,0.9890000000000001,30.371,weak,0.991,,,,,,,236
SRBD1,54.052,good,0.978,57.6,weak,0.9740000000000001,,,,181.553,good,0.973,69.014,good,0.902,60.339,good,0.8590000000000001,63.701,good,0.9740000000000001,53.378,weak,0.99,51.555,good,0.9940000000000001,58.608000000000004,good,0.9990000000000001,995
SRC,32.609,weak,0.992,61.867,weak,0.983,,,,125.264,weak,0.9129999999999999,63.631,weak,0.998,59.975,weak,0.9209999999999999,122.335,good,0.9420000000000001,72.801,good,0.9590000000000001,51.401,good,0.9990000000000001,64.536,good,0.9990000000000001,536
SRCAP,57.012,weak,0.9990000000000001,69.757,good,0.993,64.95100000000001,weak,0.851,96.867,weak,0.972,,,,34.806999999999995,weak,0.977,58.486999999999995,weak,0.972,,,,,,,,,,3230
SREK1,,,,,,,,,,,,,,,,,,,72.661,weak,0.99,58.842,weak,0.988,46.567,weak,0.99,57.8,good,0.988,508
SRFBP1,,,,32.954,weak,0.993,,,,46.093999999999994,weak,0.951,19.499000000000002,weak,0.9470000000000001,19.077,good,0.961,20.875999999999998,weak,0.978,,,,,,,18.829,weak,0.971,429
SRGAP2,,,,,,,,,,,,,,,,,,,98.789,weak,0.985,75.49,good,0.917,39.306999999999995,good,0.998,48.325,good,1.0,1071
SRI,146.793,good,0.988,173.226,good,0.9990000000000001,,,,389.50699999999995,good,0.972,,,,265.491,weak,0.915,181.45,good,0.99,179.55599999999998,weak,0.995,59.967,good,0.9990000000000001,74.584,good,0.997,198
SRM,43.038000000000004,good,0.971,51.132,weak,0.988,173.47400000000002,weak,0.977,168.388,weak,0.987,,,,,,,159.411,good,0.9670000000000001,110.16799999999999,good,0.975,62.845,good,0.995,79.2,good,0.9990000000000001,302
SRP14,72.405,good,0.995,78.352,good,0.9990000000000001,109.52600000000001,good,1.0,105.525,good,0.99,19.524,good,0.9690000000000001,18.989,good,0.978,37.855,good,0.99,33.37,good,0.9890000000000001,39.211999999999996,good,0.985,42.396,good,0.972,136
SRP19,97.79,weak,0.9890000000000001,115.454,weak,0.937,312.873,weak,0.965,,,,,,,,,,95.354,weak,0.976,59.825,weak,0.9740000000000001,75.531,good,0.995,98.29799999999999,weak,0.91,144
SRP54,41.522,weak,0.9540000000000001,48.632,good,0.9990000000000001,,,,83.052,good,0.993,46.588,good,0.9229999999999999,45.98,good,0.9990000000000001,35.43,good,0.99,29.791999999999998,good,0.997,26.05,good,0.995,29.369,good,0.992,504
SRP68,73.605,good,0.9840000000000001,73.542,good,0.9990000000000001,208.963,good,0.968,155.153,good,0.9990000000000001,99.79700000000001,good,0.993,112.75399999999999,good,0.983,87.527,good,0.985,71.832,good,0.993,60.391000000000005,good,0.996,65.804,good,0.9990000000000001,627
SRP72,66.692,good,0.9670000000000001,77.14399999999999,good,0.9940000000000001,294.676,good,0.971,221.815,good,0.998,114.84299999999999,good,0.998,106.68,good,0.9790000000000001,92.699,good,0.9940000000000001,69.16,good,0.9890000000000001,54.593999999999994,good,1.0,66.08800000000001,good,0.995,671
SRP9,135.72799999999998,weak,0.995,133.35399999999998,good,0.997,165.52200000000002,weak,0.852,167.91099999999997,good,0.9440000000000001,29.476999999999997,good,0.9890000000000001,29.176,good,1.0,73.354,weak,0.982,50.193000000000005,good,0.996,,,,60.178999999999995,weak,0.95,86
SRPK1,44.955,good,1.0,,,,,,,,,,,,,31.364,weak,0.9179999999999999,46.571999999999996,weak,0.978,,,,27.041,good,0.997,33.816,good,0.995,655
SRPK2,92.66,weak,0.9179999999999999,71.329,weak,0.9329999999999999,89.335,weak,0.94,73.258,good,1.0,,,,,,,37.446999999999996,weak,0.986,44.699,weak,0.97,45.733999999999995,good,0.9990000000000001,59.832,good,0.997,688
SRPRB,56.268,good,0.993,80.685,good,0.996,219.222,weak,0.975,80.117,weak,0.938,82.635,good,0.9990000000000001,83.444,good,0.996,82.931,good,0.983,56.251999999999995,good,0.987,,,,,,,271
SRRM1,114.26100000000001,good,0.9570000000000001,,,,366.725,weak,0.9420000000000001,375.19599999999997,weak,0.998,53.43,good,0.996,47.729,good,0.991,,,,,,,95.084,good,0.986,101.399,good,0.991,904
SRRM2,60.982,good,0.977,67.952,good,0.995,106.189,good,0.99,97.265,good,0.9840000000000001,34.813,good,0.9940000000000001,33.541,good,0.988,58.75899999999999,good,0.983,36.297,good,0.972,35.707,good,1.0,38.195,good,1.0,2752
SRRT,107.4,good,0.976,132.872,good,0.995,690.855,good,0.888,,,,84.99700000000001,good,0.997,75.34899999999999,good,0.997,146.629,good,0.981,123.46799999999999,good,0.993,68.795,good,0.995,71.949,good,0.992,876
SRSF1,195.271,good,0.992,220.595,good,0.9990000000000001,,,,688.194,good,0.995,62.665,good,0.935,64.936,good,0.99,129.99,good,0.9890000000000001,99.67299999999999,good,0.995,109.059,good,0.9990000000000001,115.61,good,0.998,248
SRSF10,,,,,,,415.86699999999996,good,0.9540000000000001,392.61699999999996,good,0.8909999999999999,65.955,weak,0.9890000000000001,67.92399999999999,weak,0.9209999999999999,75.68,weak,0.991,62.169,weak,0.953,75.324,good,1.0,92.027,good,0.997,262
SRSF11,71.435,good,0.982,99.17,weak,0.9940000000000001,233.22799999999998,weak,0.897,209.05700000000002,good,0.9570000000000001,68.615,good,0.998,66.069,good,0.9990000000000001,61.11600000000001,good,0.982,58.364,weak,0.945,52.711000000000006,good,0.998,54.744,good,0.997,484
SRSF2,128.278,good,0.966,158.20600000000002,good,0.9940000000000001,,,,1072.222,weak,0.992,,,,,,,129.963,weak,0.9890000000000001,98.096,good,0.991,148.819,good,0.996,161.719,good,0.997,221
SRSF3,159.438,weak,0.998,202.9,weak,0.972,907.668,weak,0.899,,,,118.132,good,0.9670000000000001,82.296,good,0.993,,,,105.765,weak,0.9840000000000001,138.181,good,0.9990000000000001,160.245,good,0.993,164
SRSF4,191.218,good,0.982,172.793,weak,0.975,,,,422.475,good,0.9390000000000001,50.75,weak,0.9940000000000001,49.489,weak,0.96,113.51700000000001,weak,0.937,,,,85.93700000000001,good,0.993,104.154,good,0.988,494
SRSF5,49.618,good,0.968,48.981,good,0.988,83.435,good,0.991,81.006,good,0.982,25.791999999999998,weak,0.98,27.436999999999998,weak,0.998,,,,,,,58.68899999999999,good,0.998,83.73299999999999,good,0.9940000000000001,272
SRSF6,99.137,good,0.978,102.384,good,0.9940000000000001,441.702,good,0.922,,,,57.243,good,0.9690000000000001,52.216,good,0.971,81.652,good,0.988,64.068,good,0.995,53.395,good,0.995,54.227,good,0.995,344
SRSF7,176.71099999999998,good,0.988,219.372,good,0.9990000000000001,,,,,,,89.26700000000001,weak,0.975,139.762,good,0.915,135.862,weak,0.98,107.09899999999999,weak,0.9790000000000001,156.32,good,0.9990000000000001,170.701,good,0.9990000000000001,238
SRSF9,56.989,good,0.9670000000000001,69.94,good,0.9990000000000001,,,,129.153,good,0.98,19.375999999999998,good,0.9990000000000001,21.295,weak,0.993,34.797,good,0.993,30.59,good,0.9940000000000001,44.869,good,0.995,51.196000000000005,good,0.9940000000000001,221
SSB,178.39,good,0.978,213.352,good,0.997,829.9680000000001,good,0.9390000000000001,703.7610000000001,good,0.997,91.79299999999999,good,0.997,88.88600000000001,good,0.991,127.744,good,0.992,83.064,good,0.971,55.223,good,0.9990000000000001,62.785,good,0.995,408
SSBP1,,,,,,,,,,,,,135.378,good,0.997,133.024,good,0.995,226.83700000000002,good,0.988,141.27700000000002,good,0.98,163.393,weak,0.998,195.428,good,1.0,148
SSH1,,,,,,,,,,97.14299999999999,weak,0.972,,,,,,,35.971,weak,0.95,23.549,weak,0.96,,,,47.278,weak,0.9640000000000001,1049
SSH2,,,,42.821999999999996,weak,0.941,,,,,,,,,,,,,,,,48.253,weak,0.966,26.999000000000002,good,1.0,32.29,good,1.0,1423
SSR1,114.508,weak,0.987,122.0,good,0.997,160.546,weak,0.995,123.186,weak,0.9990000000000001,109.568,good,0.997,110.037,good,0.9990000000000001,66.895,good,0.988,46.766000000000005,weak,0.985,52.643,good,0.9890000000000001,57.98,good,0.9990000000000001,286
SSR3,,,,,,,,,,,,,205.896,weak,0.9690000000000001,,,,60.278,weak,0.99,42.757,good,0.975,40.89,weak,0.9890000000000001,47.498000000000005,weak,0.993,185
SSR4,,,,114.321,good,0.986,134.811,good,0.9740000000000001,89.646,good,0.997,87.619,good,0.993,77.164,good,0.987,60.13399999999999,good,0.995,44.503,weak,0.98,,,,102.235,good,0.9890000000000001,173
SSRP1,88.294,good,0.991,98.72200000000001,good,0.9990000000000001,405.08,good,0.9890000000000001,327.532,good,0.997,73.973,good,0.9990000000000001,66.452,good,0.9990000000000001,119.637,good,0.991,98.47,good,0.985,49.203,good,0.9990000000000001,57.467,good,0.996,709
SSU72,,,,36.571,weak,0.9990000000000001,51.66,weak,0.879,49.841,weak,0.9470000000000001,,,,,,,,,,,,,14.464,weak,0.986,17.942,good,0.9890000000000001,194
ST13,70.79,good,0.9940000000000001,85.195,good,1.0,215.32299999999998,good,0.997,160.154,good,0.9990000000000001,85.259,good,0.976,110.381,good,0.9840000000000001,,,,41.605,good,0.99,57.043,good,0.9990000000000001,69.041,good,1.0,369
ST14,43.498000000000005,weak,0.9890000000000001,,,,,,,,,,,,,,,,15.619000000000002,weak,0.95,15.66,weak,0.976,,,,,,,855
ST6GAL1,19.36,good,0.853,17.94,good,0.9540000000000001,,,,,,,23.459,good,0.997,24.625,good,1.0,,,,34.125,weak,0.897,,,,,,,406
STAG1,126.59100000000001,good,0.996,131.291,weak,0.9890000000000001,184.46900000000002,good,0.9359999999999999,120.32799999999999,good,0.915,41.873000000000005,good,0.9990000000000001,42.028,good,0.9009999999999999,57.93600000000001,weak,0.988,59.369,good,0.976,42.473,good,0.996,45.777,good,0.998,1258
STAG1,126.59100000000001,good,0.996,131.291,weak,0.9890000000000001,184.46900000000002,good,0.9359999999999999,120.32799999999999,good,0.915,41.873000000000005,good,0.9990000000000001,42.028,good,0.9009999999999999,57.93600000000001,weak,0.988,59.369,good,0.976,42.473,good,0.996,45.777,good,0.998,287
STAG2,80.203,good,0.9890000000000001,80.225,good,0.9990000000000001,105.215,good,0.9940000000000001,86.10799999999999,good,0.9990000000000001,31.875999999999998,good,0.978,27.459,good,0.998,48.544,good,0.9890000000000001,46.297,good,0.9890000000000001,28.583000000000002,weak,0.998,32.738,good,0.997,1231
STAM,48.903999999999996,weak,0.993,61.983000000000004,weak,0.998,130.155,weak,0.917,127.661,weak,0.862,58.994,good,0.95,,,,94.822,weak,0.985,63.93600000000001,weak,0.9640000000000001,40.8,good,1.0,49.652,good,1.0,540
STAM2,48.326,weak,0.972,54.068000000000005,weak,0.997,,,,,,,,,,,,,,,,39.439,weak,0.996,30.14,good,1.0,38.478,good,1.0,525
STAMBP,105.32799999999999,weak,0.965,118.29700000000001,good,0.9890000000000001,,,,221.46400000000003,good,0.9109999999999999,,,,,,,90.273,weak,0.987,72.00399999999999,weak,0.978,40.722,good,0.9990000000000001,47.782,good,0.9990000000000001,424
STAMBPL1,37.198,weak,0.943,,,,,,,,,,,,,,,,,,,,,,,,,24.517,weak,0.977,436
STAP1,122.105,weak,0.9670000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,295
STARD10,,,,,,,,,,,,,,,,,,,,,,,,,66.15,weak,0.98,102.645,weak,0.937,291
STARD3,,,,,,,,,,,,,,,,,,,46.957,weak,0.9840000000000001,,,,,,,80.843,weak,0.877,445
STARD3NL,,,,,,,,,,148.963,weak,0.93,,,,,,,,,,,,,59.37,weak,1.0,71.972,weak,0.9940000000000001,234
STAT1,79.617,good,0.948,99.714,good,0.9940000000000001,178.778,good,0.9990000000000001,109.25200000000001,good,0.997,66.368,weak,0.853,,,,69.51100000000001,good,0.9840000000000001,35.266999999999996,good,0.948,,,,54.781000000000006,weak,0.97,750
STAT2,20.442999999999998,good,0.9940000000000001,23.869,good,0.9990000000000001,57.471000000000004,weak,0.9990000000000001,45.236000000000004,good,0.996,,,,,,,32.543,good,0.992,20.704,good,0.987,,,,,,,851
STAT3,29.362,good,0.985,34.221,good,1.0,80.683,good,0.995,62.778999999999996,good,0.997,71.804,good,1.0,91.07,good,0.941,54.663000000000004,good,0.991,41.111999999999995,good,0.982,,,,37.233000000000004,good,0.993,770
STAT4,,,,,,,49.206,good,0.9990000000000001,41.61600000000001,good,0.997,,,,,,,,,,,,,,,,,,,748
STAT5A,30.128,good,0.993,45.076,good,0.9540000000000001,70.98100000000001,weak,0.998,69.541,weak,0.987,,,,,,,55.602,weak,0.925,58.323,good,0.992,,,,,,,794
STAT5B,69.44800000000001,weak,0.9790000000000001,,,,,,,115.88,weak,0.998,,,,,,,118.493,weak,0.972,,,,,,,,,,787
STAT6,39.168,good,0.992,44.57899999999999,good,0.9990000000000001,92.551,good,0.9990000000000001,71.217,good,1.0,96.935,weak,0.995,,,,61.897,good,0.995,46.625,good,0.993,,,,,,,847
STAU1,,,,27.305,good,0.996,49.258,weak,0.97,36.691,weak,0.988,21.557,good,0.997,21.105,good,0.997,24.326999999999998,weak,0.93,20.175,weak,0.9940000000000001,21.166999999999998,good,0.9790000000000001,22.855,good,0.98,577
STIM1,136.912,good,0.9670000000000001,160.482,weak,0.991,187.75900000000001,good,0.993,154.162,good,0.998,66.013,good,0.9940000000000001,61.833999999999996,good,0.992,185.703,good,0.99,114.065,good,0.97,41.443999999999996,weak,0.993,48.567,good,0.996,685
STIM2,,,,,,,,,,51.56,weak,0.983,,,,79.413,weak,0.904,,,,,,,22.982,weak,0.965,24.464000000000002,good,0.997,746
STIP1,108.506,good,0.981,136.031,good,0.998,528.307,good,0.924,466.349,good,0.988,114.85700000000001,good,0.9990000000000001,121.72200000000001,good,0.992,101.531,good,0.992,80.892,good,0.992,71.62,good,0.998,88.41,good,0.9990000000000001,543
STK10,65.842,good,0.9890000000000001,74.648,good,0.997,142.561,good,0.9990000000000001,125.617,good,0.9990000000000001,,,,,,,81.67399999999999,good,0.9740000000000001,66.039,good,0.9790000000000001,,,,,,,968
STK11IP,64.828,weak,0.8590000000000001,84.28200000000001,weak,0.998,203.638,weak,0.929,,,,50.06,weak,0.966,61.995,weak,0.972,72.688,weak,0.932,54.8,weak,0.996,49.787,weak,1.0,,,,1088
STK17B,20.524,good,0.97,19.093,weak,0.995,35.944,weak,0.976,29.44,weak,0.9790000000000001,,,,,,,31.225,weak,0.948,22.745,weak,0.945,,,,,,,372
STK25,,,,35.87,weak,0.982,,,,,,,94.295,weak,0.988,50.981,weak,0.966,,,,,,,20.863000000000003,weak,0.963,23.09,good,0.99,426
STK3,,,,,,,,,,,,,,,,,,,54.678999999999995,weak,0.981,,,,,,,,,,491
STK38,,,,68.32,good,0.995,71.30199999999999,good,0.9990000000000001,58.46,good,0.998,,,,,,,56.036,good,0.996,53.868,weak,0.987,53.503,good,0.9940000000000001,61.598,good,0.9990000000000001,465
STK38L,,,,98.712,weak,0.9890000000000001,,,,,,,,,,,,,44.49,good,0.894,41.074,weak,0.902,,,,,,,464
STK39,79.48,weak,0.978,94.305,weak,0.9259999999999999,339.785,weak,0.985,392.844,weak,0.9009999999999999,,,,,,,156.516,weak,0.9309999999999999,98.57700000000001,weak,0.9420000000000001,65.30199999999999,weak,0.9940000000000001,77.015,good,0.9890000000000001,545
STMN1,28.774,good,0.976,44.483999999999995,weak,0.943,536.194,good,0.996,248.81799999999998,good,0.9990000000000001,,,,,,,215.77900000000002,good,0.932,141.309,good,0.9259999999999999,37.717,good,1.0,50.218,good,0.9990000000000001,149
STMN2,36.033,weak,1.0,,,,,,,,,,,,,,,,,,,218.83599999999998,weak,0.94,,,,,,,179
STOM,235.858,weak,0.9329999999999999,400.001,good,0.862,173.429,good,0.965,122.584,good,0.997,52.24100000000001,good,0.988,50.16,good,0.986,550.6659999999999,good,0.9520000000000001,292.066,good,0.95,91.579,good,0.9890000000000001,132.931,good,0.993,288
STOML2,138.685,good,0.925,205.81599999999997,weak,0.996,,,,550.149,good,0.912,218.61900000000003,good,0.996,208.92,good,0.9990000000000001,219.15200000000002,weak,0.983,148.461,good,0.9640000000000001,157.363,good,0.9990000000000001,202.00400000000002,good,0.996,356
STRADA,,,,,,,,,,,,,,,,,,,,,,,,,42.275,weak,0.884,50.393,weak,0.9890000000000001,431
STRAP,50.36600000000001,good,0.988,55.54600000000001,good,0.9990000000000001,240.40400000000002,good,0.884,217.967,good,0.9359999999999999,75.735,good,0.9940000000000001,83.023,good,0.99,83.414,good,0.987,58.523999999999994,good,0.992,40.496,good,1.0,45.218,good,1.0,350
STRBP,61.563,good,0.972,74.492,good,0.998,,,,83.13,weak,0.898,26.943,good,0.98,21.76,good,0.985,,,,110.43700000000001,weak,0.993,24.71,good,0.9990000000000001,24.006,good,0.9990000000000001,672
STRIP1,83.273,weak,0.9990000000000001,80.381,good,0.99,187.899,good,0.9890000000000001,151.922,good,0.998,120.109,weak,0.92,66.143,weak,0.9,,,,,,,37.608000000000004,good,0.9990000000000001,44.117,good,0.9990000000000001,837
STRN,174.486,weak,0.9259999999999999,195.895,good,0.9990000000000001,355.236,weak,0.997,335.26300000000003,weak,1.0,,,,,,,90.21799999999999,good,0.9640000000000001,75.661,good,0.986,45.183,good,1.0,55.791000000000004,good,1.0,780
STRN3,,,,,,,,,,,,,,,,,,,131.969,weak,0.919,96.56200000000001,weak,0.9329999999999999,49.253,good,0.983,60.071999999999996,good,0.9990000000000001,797
STRN4,92.97,weak,0.96,126.795,weak,0.899,397.32800000000003,weak,0.907,325.655,good,0.9159999999999999,,,,,,,120.148,weak,0.924,,,,39.811,good,1.0,46.422,good,0.9990000000000001,753
STS,,,,,,,,,,,,,154.806,good,0.986,152.806,good,0.9570000000000001,,,,,,,61.251999999999995,good,0.975,60.876999999999995,good,0.9740000000000001,583
STT3A,149.27200000000002,good,0.996,196.12099999999998,good,0.977,,,,260.425,good,0.996,261.05,good,0.9740000000000001,289.025,good,0.986,101.39200000000001,good,0.992,71.016,good,0.978,107.22200000000001,good,0.9990000000000001,138.629,good,0.991,705
STT3B,107.993,good,0.991,159.33100000000002,weak,0.867,343.07800000000003,weak,0.9309999999999999,,,,183.692,good,0.978,153.092,good,0.9840000000000001,94.87299999999999,good,0.993,72.888,good,0.987,82.84200000000001,good,0.9990000000000001,97.37899999999999,good,0.992,826
STUB1,26.131999999999998,weak,0.9990000000000001,31.381999999999998,weak,1.0,,,,33.323,weak,0.996,46.096000000000004,good,0.9990000000000001,46.276,good,0.996,,,,,,,40.07,good,0.9990000000000001,48.066,good,0.998,303
STX11,,,,73.47,weak,0.9690000000000001,207.80900000000003,weak,0.972,309.575,weak,0.993,,,,,,,239.196,good,0.977,182.37599999999998,good,0.978,,,,,,,287
STX12,62.525,weak,0.9640000000000001,74.413,weak,0.9890000000000001,209.123,weak,0.878,145.05,good,0.9129999999999999,33.585,good,0.993,32.126999999999995,good,0.996,,,,38.241,good,0.983,32.316,good,0.9990000000000001,37.972,good,1.0,276
STX16,96.266,weak,0.993,,,,136.619,weak,0.9940000000000001,126.31700000000001,weak,0.998,58.681000000000004,good,0.9890000000000001,,,,,,,,,,36.603,good,0.9990000000000001,43.931000000000004,good,0.9990000000000001,325
STX17,126.55,weak,0.873,,,,196.94400000000002,weak,0.991,117.01899999999999,weak,0.938,63.483999999999995,weak,0.982,84.515,weak,0.992,,,,,,,39.501999999999995,weak,0.9990000000000001,52.717,weak,0.997,302
STX18,59.036,weak,0.9209999999999999,69.903,weak,0.968,110.21600000000001,weak,0.9640000000000001,89.441,weak,0.9690000000000001,40.864000000000004,good,0.986,37.613,good,0.995,,,,66.301,weak,0.938,41.578,weak,0.97,43.635,good,0.998,335
STX3,,,,,,,,,,,,,72.625,good,0.997,,,,105.76700000000001,good,0.995,,,,,,,,,,289
STX4,84.01299999999999,good,0.9940000000000001,95.96,good,0.9840000000000001,172.98,weak,0.972,154.24200000000002,weak,0.915,74.07600000000001,good,0.997,71.233,good,0.9990000000000001,59.333999999999996,good,0.99,48.027,good,0.98,,,,,,,297
STX5,49.766999999999996,weak,0.996,39.926,good,0.951,,,,,,,47.104,good,0.991,48.738,good,0.995,35.415,weak,0.9990000000000001,36.28,weak,0.983,,,,33.211,good,0.995,355
STX6,52.086999999999996,weak,0.9890000000000001,59.516000000000005,weak,0.956,,,,,,,,,,,,,24.399,weak,0.97,22.318,weak,0.988,25.725,good,0.9990000000000001,30.816999999999997,good,0.9990000000000001,255
STX7,113.16799999999999,good,0.998,134.91299999999998,good,0.998,279.39599999999996,good,0.875,206.079,good,0.993,43.99,good,0.9990000000000001,42.9,good,0.9990000000000001,82.81,good,0.997,64.587,good,0.956,50.644,good,0.995,52.676,good,0.9990000000000001,261
STX8,74.263,good,0.992,69.05199999999999,weak,0.856,88.171,weak,0.9690000000000001,67.744,weak,0.992,31.945,weak,0.975,32.269,weak,1.0,36.951,weak,0.9990000000000001,33.592,good,0.997,51.5,good,0.998,55.9,good,0.9990000000000001,236
STXBP2,41.645,weak,0.9940000000000001,52.096000000000004,good,1.0,301.695,good,0.997,178.09799999999998,good,0.998,38.689,good,0.997,41.523,good,0.99,99.823,good,0.988,72.796,good,0.9740000000000001,,,,37.192,weak,0.9990000000000001,593
STXBP3,60.196999999999996,good,0.99,69.017,good,1.0,112.387,good,0.997,98.744,good,0.997,57.92100000000001,good,0.997,58.82899999999999,good,0.998,65.017,good,0.9890000000000001,57.845,good,0.9890000000000001,44.388999999999996,weak,0.981,,,,592
STXBP5,,,,82.071,weak,0.929,475.412,weak,0.9640000000000001,352.536,weak,0.898,,,,,,,180.40400000000002,weak,0.9490000000000001,149.54,weak,0.99,39.772,good,1.0,49.873999999999995,good,0.9990000000000001,1151
